GeneSymbol,Ensemble,Gene description,0H_sorted.bam,1H_sorted.bam,2H_sorted.bam,4H_sorted.bam,8H_sorted.bam,12H_sorted.bam,24H_sorted.bam
KLHL15,ENSG00000174010,kelch like family member 15 [Source:HGNC Symbol;Acc:HGNC:29347],13.274438,10.469553,14.300649,9.873806,12.091775,11.67849,10.006144
ADGRG2,ENSG00000173698,adhesion G protein-coupled receptor G2 [Source:HGNC Symbol;Acc:HGNC:4516],0.6075106,0.26125425,0.54626966,0.25851604,0.03641587,0.13259196,0.06121875
EIF1AX,ENSG00000173674,eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250],26.856878,25.570051,30.824903,25.623146,33.020626,32.60096,29.969545
ZNF449,ENSG00000173275,zinc finger protein 449 [Source:HGNC Symbol;Acc:HGNC:21039],18.739445,18.48579,14.365733,21.138817,16.332666,19.948792,17.468216
CYSLTR1,ENSG00000173198,cysteinyl leukotriene receptor 1 [Source:HGNC Symbol;Acc:HGNC:17451],0.675868,0.6595155,0.9827457,0.81080997,1.0578794,1.1903493,1.3480599
PHF8,ENSG00000172943,PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672],10.562596,13.920214,8.332062,16.04198,13.264545,16.711872,19.637901
HCFC1,ENSG00000172534,host cell factor C1 [Source:HGNC Symbol;Acc:HGNC:4839],212.10123,216.74648,160.6591,204.80508,188.66519,209.38411,177.58464
TCEAL1,ENSG00000172465,transcription elongation factor A like 1 [Source:HGNC Symbol;Acc:HGNC:11616],174.66667,136.33675,194.78394,137.87282,149.9768,120.66359,100.02126
GPR34,ENSG00000171659,G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490],60.70095,81.334015,92.409454,81.954605,121.77883,106.15505,136.08376
APLN,ENSG00000171388,apelin [Source:HGNC Symbol;Acc:HGNC:16665],19.179213,31.862753,29.782139,39.210365,34.044624,34.76557,48.57544
CLCN5,ENSG00000171365,chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023],2.151268,2.0801349,1.9621412,1.7436032,1.9447296,2.137482,1.5447007
MTM1,ENSG00000171100,myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448],9.140052,10.688798,11.297903,9.907757,11.303246,10.468314,11.392785
HS6ST2,ENSG00000171004,heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133],1.3536884,0.9615625,1.2543474,0.63653314,0.9120638,0.8208043,0.22599235
FRMPD4,ENSG00000169933,FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007],8.031629,6.296444,6.5310736,4.904299,5.0288644,4.5980544,1.2395527
SYAP1,ENSG00000169895,synapse associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16273],21.583677,22.188545,25.044558,23.439173,25.057753,25.736204,24.785183
REPS2,ENSG00000169891,RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963],14.829514,15.526625,16.343279,14.271467,15.104351,16.012522,14.599976
GJB1,ENSG00000169562,gap junction protein beta 1 [Source:HGNC Symbol;Acc:HGNC:4283],39.23278,87.406235,38.9273,121.49548,136.04709,149.84782,229.75374
MMGT1,ENSG00000169446,membrane magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28100],49.60814,43.750763,54.653336,46.0733,46.958668,47.903545,48.998642
IL1RAPL1,ENSG00000169306,interleukin 1 receptor accessory protein like 1 [Source:HGNC Symbol;Acc:HGNC:5996],1.9177332,2.32227,1.2884868,2.8305955,2.460791,3.0892892,4.036355
NR0B1,ENSG00000169297,nuclear receptor subfamily 0 group B member 1 [Source:HGNC Symbol;Acc:HGNC:7960],4.2647877,2.9169595,8.1498165,5.978945,4.276466,5.6195445,7.351332
ZRSR2,ENSG00000169249,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]",20.433681,23.33736,21.600368,23.465775,21.98974,24.608944,23.079908
CA5B,ENSG00000169239,carbonic anhydrase 5B [Source:HGNC Symbol;Acc:HGNC:1378],7.400936,9.4557495,7.4905863,10.875146,10.007466,9.802096,11.522104
APEX2,ENSG00000169188,apurinic/apyrimidinic endodeoxyribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17889],36.342724,32.30749,34.95071,48.72057,42.02026,40.8091,44.38906
AR,ENSG00000169083,androgen receptor [Source:HGNC Symbol;Acc:HGNC:644],1.0182862,1.144202,1.0902888,1.1202917,0.9172701,0.9542358,0.9623977
MECP2,ENSG00000169057,methyl-CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990],14.602141,14.15133,12.40216,13.521808,13.427469,14.788344,12.43454
ZCCHC18,ENSG00000166707,zinc finger CCHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:32459],30.409042,24.190624,26.696947,21.842588,25.15225,19.02973,10.355136
BEX3,ENSG00000166681,brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388],882.04834,830.13367,977.5934,818.23444,891.17444,841.3546,735.3233
ZMAT1,ENSG00000166432,zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377],18.39653,26.042282,19.646631,31.016989,28.595669,28.809721,36.603024
FUNDC2,ENSG00000165775,FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925],13.051712,13.552599,14.780225,13.313377,12.872197,14.126708,14.845282
HPRT1,ENSG00000165704,hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157],21.972195,21.058397,25.01178,17.945099,22.225628,19.543264,13.525257
ENOX2,ENSG00000165675,ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259],1.5931473,1.9306295,2.0140843,2.422746,3.1478899,2.5755944,3.5029557
FAAH2,ENSG00000165591,fatty acid amide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:26440],1.4568548,1.6425507,1.035669,1.0762355,0.9111706,1.3470023,1.0653285
MAGEC3,ENSG00000165509,MAGE family member C3 [Source:HGNC Symbol;Acc:HGNC:23798],1.0249172,1.8124373,0.35868904,3.269294,2.1210659,3.4159,5.662059
INTS6L,ENSG00000165359,integrator complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:27334],15.145147,18.071316,17.192045,16.480114,16.06866,17.512232,18.71547
SLC7A3,ENSG00000165349,solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061],19.109428,8.7105,21.054018,10.222779,15.317987,11.154708,7.567665
BRWD3,ENSG00000165288,bromodomain and WD repeat domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17342],24.403069,24.644564,22.865902,24.810722,25.083805,27.004213,26.90984
HDX,ENSG00000165259,highly divergent homeobox [Source:HGNC Symbol;Acc:HGNC:26411],3.271833,2.8120883,2.972664,2.806707,2.8273818,2.7566366,2.8929253
ATP7A,ENSG00000165240,ATPase copper transporting alpha [Source:HGNC Symbol;Acc:HGNC:869],7.227709,8.587828,7.1262765,9.802728,9.876466,10.419068,13.334403
VEGFD,ENSG00000165197,vascular endothelial growth factor D [Source:HGNC Symbol;Acc:HGNC:3708],2.2412283,2.6341531,2.4909658,3.6377056,2.845575,3.8385673,3.4845154
PIGA,ENSG00000165195,phosphatidylinositol glycan anchor biosynthesis class A [Source:HGNC Symbol;Acc:HGNC:8957],15.003099,25.775087,16.738415,27.29718,27.467575,28.80937,35.06105
PCDH19,ENSG00000165194,protocadherin 19 [Source:HGNC Symbol;Acc:HGNC:14270],29.705809,24.191298,24.579775,16.767672,14.335256,18.478874,5.0620947
PTCHD1,ENSG00000165186,patched domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26392],9.852429,8.953551,8.868383,8.1400585,7.664417,6.847222,2.7002015
CXorf58,ENSG00000165182,chromosome X open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:26356],0.2522943,0.389801,0.35642666,0.66623586,0.34452584,0.5575268,0.58837605
MID1IP1,ENSG00000165175,MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715],87.15237,152.5054,94.68695,164.40807,193.74863,222.33057,303.7305
DYNLT3,ENSG00000165169,dynein light chain Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694],30.975496,26.909525,45.400482,20.561768,31.763018,21.600584,17.035234
CYBB,ENSG00000165168,cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578],16.92027,22.338053,21.961246,22.536037,27.90481,24.310677,31.581783
CFAP47,ENSG00000165164,cilia and flagella associated protein 47 [Source:HGNC Symbol;Acc:HGNC:26708],0.73885703,0.7505768,0.95750386,0.8382355,0.5553201,0.50989425,0.5134207
GAB3,ENSG00000160219,GRB2 associated binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17515],1.4017161,1.8547255,1.2996117,2.840324,2.6873536,2.5144336,3.1161907
G6PD,ENSG00000160211,glucose-6-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4057],81.56708,81.72411,86.90989,82.72265,91.65877,89.26625,83.07835
VMA21,ENSG00000160131,vacuolar ATPase assembly factor VMA21 [Source:HGNC Symbol;Acc:HGNC:22082],21.400778,18.100893,28.438066,18.6034,23.710047,19.55556,19.14683
EDA,ENSG00000158813,ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157],0.13934615,0.22823079,0.21057731,0.28361142,0.16054355,0.31016773,0.45716044
ALAS2,ENSG00000158578,5'-aminolevulinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:397],0.863244,1.8378719,1.1981453,0.10103385,1.1581401,0.40160424,0.21191296
PFKFB1,ENSG00000158571,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:8872]",0.6709977,0.7025625,0.28725645,0.88171583,0.6293744,1.270962,1.0313685
TSR2,ENSG00000158526,TSR2 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25455],147.07039,142.86864,174.15192,148.80417,166.42781,153.93439,163.54366
TMSB15B,ENSG00000158427,thymosin beta 15B [Source:HGNC Symbol;Acc:HGNC:28612],0.43917435,0.7519699,0.39393008,0.58131915,0.2792365,0.36971408,0.4389426
RIBC1,ENSG00000158423,RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:HGNC:26537],4.8630056,5.8641677,4.3194566,5.275187,4.607154,4.792821,5.808818
SHROOM4,ENSG00000158352,shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215],5.0211987,11.597074,3.2486155,18.18706,15.177375,20.955612,30.175634
GPRASP2,ENSG00000158301,G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169],384.13098,295.57086,394.26398,242.46053,310.5581,277.8614,125.66833
CUL4B,ENSG00000158290,cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555],55.1518,52.268616,62.65849,49.005505,60.945797,58.443226,57.29337
TAB3,ENSG00000157625,TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681],11.195926,9.96991,9.636676,10.144057,10.18639,9.519247,8.72704
TMEM164,ENSG00000157600,transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217],3.0371342,2.9260535,3.0399983,2.3706357,1.9949416,2.4399233,1.4178762
TSC22D3,ENSG00000157514,TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051],12.819313,15.59609,13.39551,14.184147,16.885721,16.896646,18.69406
ARSE,ENSG00000157399,arylsulfatase L [Source:HGNC Symbol;Acc:HGNC:719],3.5630512,3.46982,3.7659314,3.565509,3.6401896,2.9995153,2.2850847
ZIC3,ENSG00000156925,Zic family member 3 [Source:HGNC Symbol;Acc:HGNC:12874],1.9022914,3.0119576,2.06309,4.3263717,2.099163,3.8215778,2.7222981
AIFM1,ENSG00000156709,apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768],25.844604,26.364012,25.544472,24.200369,25.921154,28.002913,27.67799
UTP14A,ENSG00000156697,UTP14A small subunit processome component [Source:HGNC Symbol;Acc:HGNC:10665],28.086798,25.52356,29.799381,26.61997,23.259169,25.852337,19.778625
PHF6,ENSG00000156531,PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145],17.321161,18.45141,20.507818,19.759504,19.997923,20.462786,22.71678
FAM122B,ENSG00000156504,family with sequence similarity 122B [Source:HGNC Symbol;Acc:HGNC:30490],29.99964,30.094624,33.088394,26.68474,29.438948,31.857643,32.78952
FAM122C,ENSG00000156500,family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202],5.8691673,5.9411926,4.1041756,5.6696415,4.714874,5.466674,5.2275863
RPGR,ENSG00000156313,retinitis pigmentosa GTPase regulator [Source:HGNC Symbol;Acc:HGNC:10295],13.252971,16.21932,14.922513,15.820867,14.590535,16.346107,15.653299
TSPAN7,ENSG00000156298,tetraspanin 7 [Source:HGNC Symbol;Acc:HGNC:11854],19.027683,18.52628,18.548433,15.847727,16.910849,15.820245,10.229721
AFF2,ENSG00000155966,AF4/FMR2 family member 2 [Source:HGNC Symbol;Acc:HGNC:3776],3.6576707,3.179656,3.8674245,2.9462104,2.9250937,2.5353909,1.2079202
CLIC2,ENSG00000155962,chloride intracellular channel 2 [Source:HGNC Symbol;Acc:HGNC:2063],2.1386898,2.383923,2.3849044,1.7692031,2.0975919,1.4691528,1.1371826
RAB39B,ENSG00000155961,"RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]",61.211445,49.205902,63.220016,52.77731,58.00519,48.637493,51.06249
VBP1,ENSG00000155959,VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662],13.127467,13.149679,15.83976,12.206733,17.97611,16.66531,15.688618
VSIG4,ENSG00000155659,V-set and immunoglobulin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:17032],17.946487,29.881828,26.497656,18.805412,27.527287,24.447577,18.960695
MAGEC1,ENSG00000155495,MAGE family member C1 [Source:HGNC Symbol;Acc:HGNC:6812],0.36489692,1.2300541,1.8329068,0.81144136,0.6643903,2.5342717,3.1911633
APOOL,ENSG00000155008,apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009],6.563059,6.4449325,7.30099,5.656354,7.5322204,5.6756363,5.9710574
CNKSR2,ENSG00000149970,connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701],21.419323,17.307535,21.3115,14.47557,15.94944,14.509213,6.1219797
RPL10,ENSG00000147403,ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298],79.161026,106.90332,97.055214,105.3778,106.260056,125.526634,140.00623
CETN2,ENSG00000147400,centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867],157.68726,148.2456,203.95955,151.65952,154.08286,145.35828,124.41964
ZNF185,ENSG00000147394,zinc finger protein 185 with LIM domain [Source:HGNC Symbol;Acc:HGNC:12976],4.8103795,4.9484267,4.65817,6.0077057,5.345597,5.860462,6.142412
NSDHL,ENSG00000147383,NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:HGNC:13398],17.80048,14.551881,17.169937,16.694082,20.16649,19.545832,17.808277
RBMX,ENSG00000147274,RNA binding motif protein X-linked [Source:HGNC Symbol;Acc:HGNC:9910],58.270504,66.19618,60.60172,60.68304,68.3969,74.00556,78.26825
GPC3,ENSG00000147257,glypican 3 [Source:HGNC Symbol;Acc:HGNC:4451],0.15550338,0.14228183,0.18690753,0.049400203,0.048537355,0.07574009,0.06993959
IGSF1,ENSG00000147255,immunoglobulin superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:5948],1.4898787,1.2951348,1.2993819,1.2415118,0.96982,1.1742975,1.2676377
DOCK11,ENSG00000147251,dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483],9.318533,9.336916,9.43811,8.900116,9.448344,9.762741,10.479788
HTR2C,ENSG00000147246,5-hydroxytryptamine receptor 2C [Source:HGNC Symbol;Acc:HGNC:5295],1.0859429,1.0168538,1.444592,1.2347221,1.4671069,1.158231,0.5437069
FRMPD3,ENSG00000147234,FERM and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29382],8.26067,8.345783,6.309032,7.8420386,6.450207,6.450893,4.604945
PRPS1,ENSG00000147224,phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462],49.285492,43.498547,56.113262,43.731327,55.582245,47.319225,42.457195
NXF3,ENSG00000147206,nuclear RNA export factor 3 [Source:HGNC Symbol;Acc:HGNC:8073],0.28845045,0.5185898,0.3622275,0.32072157,0,0.8741838,0.20180877
DIAPH2,ENSG00000147202,diaphanous related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877],1.8938756,1.748356,1.9580158,1.6043869,1.5207058,1.521619,1.4468974
ZNF711,ENSG00000147180,zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128],50.08353,41.94885,51.076813,42.5327,42.08777,40.98551,32.638775
GCNA,ENSG00000147174,germ cell nuclear acidic peptidase [Source:HGNC Symbol;Acc:HGNC:15805],5.5155945,6.421248,5.46251,6.7332873,4.4863772,7.4315815,5.735275
IL2RG,ENSG00000147168,interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010],3.1880977,9.075212,3.2028148,7.5621853,0,2.683865,6.44364
ITGB1BP2,ENSG00000147166,integrin subunit beta 1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6154],1.9326339,11.168294,3.4670632,15.655924,5.362081,9.064528,10.623878
SNX12,ENSG00000147164,sorting nexin 12 [Source:HGNC Symbol;Acc:HGNC:14976],45.2179,36.940266,45.91146,35.837646,44.023483,39.07571,34.24145
OGT,ENSG00000147162,O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127],123.32609,134.50555,117.2158,122.208046,119.656494,134.06978,128.02608
EBP,ENSG00000147155,EBP cholestenol delta-isomerase [Source:HGNC Symbol;Acc:HGNC:3133],45.82249,38.007393,35.759865,37.126873,45.97085,46.363205,42.306854
LPAR4,ENSG00000147145,lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478],2.2373748,4.7886405,3.61238,7.1076765,6.3369074,3.6324823,4.5966215
CCDC120,ENSG00000147144,coiled-coil domain containing 120 [Source:HGNC Symbol;Acc:HGNC:28910],11.420853,9.383336,6.862554,9.011902,6.558886,9.459446,5.1550827
NONO,ENSG00000147140,non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871],89.61451,96.69542,92.2775,100.07331,93.51782,107.19083,110.20308
TAF1,ENSG00000147133,TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:11535],30.661627,37.692772,29.448652,39.80074,35.42099,42.913845,44.084164
ZMYM3,ENSG00000147130,zinc finger MYM-type containing 3 [Source:HGNC Symbol;Acc:HGNC:13054],196.09612,197.61494,192.29312,181.79123,187.8275,203.12491,164.65785
ZNF41,ENSG00000147124,zinc finger protein 41 [Source:HGNC Symbol;Acc:HGNC:13107],18.479551,16.823898,19.34404,18.447306,17.912245,17.441792,17.64742
NDUFB11,ENSG00000147123,NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372],166.616,149.98003,225.64922,147.05586,181.20886,158.56468,146.77565
KRBOX4,ENSG00000147121,KRAB box domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26007],10.033711,12.52963,10.721304,13.241126,12.518319,13.778479,13.886268
CHST7,ENSG00000147119,carbohydrate sulfotransferase 7 [Source:HGNC Symbol;Acc:HGNC:13817],6.9441624,6.2057667,7.6493626,4.7410007,3.3519266,3.4870083,2.8884919
ZNF182,ENSG00000147118,zinc finger protein 182 [Source:HGNC Symbol;Acc:HGNC:13001],14.316122,16.47214,16.986181,18.551651,15.210519,17.904396,22.4179
ZNF157,ENSG00000147117,zinc finger protein 157 [Source:HGNC Symbol;Acc:HGNC:12942],2.4700959,2.6470373,1.838147,2.4158537,1.4436277,2.31047,1.9201719
SLC16A2,ENSG00000147100,solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923],6.8668003,7.026276,6.523192,6.1317687,5.1825104,5.87434,3.6197627
HDAC8,ENSG00000147099,histone deacetylase 8 [Source:HGNC Symbol;Acc:HGNC:13315],3.5921605,3.948701,3.1086743,3.364125,3.2739713,3.7065854,3.815255
CCNB3,ENSG00000147082,cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709],0.4691752,1.114632,0.64809394,1.6469721,1.1634156,1.7689012,2.821381
MSN,ENSG00000147065,moesin [Source:HGNC Symbol;Acc:HGNC:7373],8.329263,10.486125,9.028494,12.555734,11.398905,12.088535,13.342135
KDM6A,ENSG00000147050,lysine demethylase 6A [Source:HGNC Symbol;Acc:HGNC:12637],66.48401,101.23525,41.099197,126.927895,102.96757,154.14635,185.26704
CASK,ENSG00000147044,calcium/calmodulin dependent serine protein kinase [Source:HGNC Symbol;Acc:HGNC:1497],6.681967,6.966618,6.768732,6.2679,7.095134,7.0041337,6.3621664
SYTL5,ENSG00000147041,synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589],5.823321,5.477341,7.590063,3.6193516,4.1299605,3.8213143,1.9359955
LANCL3,ENSG00000147036,LanC like 3 [Source:HGNC Symbol;Acc:HGNC:24767],1.2312325,0.54742014,0.9788546,0.4530437,0.33331037,0.4250394,0.2582158
TMEM47,ENSG00000147027,transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515],12.809904,12.236679,16.876064,10.084223,11.7322035,9.07016,6.754458
SH3KBP1,ENSG00000147010,SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867],5.3785944,6.015084,5.745754,6.8858786,6.1649055,6.816862,7.38295
SHROOM2,ENSG00000146950,shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630],7.3612857,6.810236,6.455452,4.9245505,4.787902,5.2364798,2.682386
NLGN4X,ENSG00000146938,neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287],9.545863,8.361614,8.697828,6.5871053,6.962927,7.2728043,4.6944675
RBMX2,ENSG00000134597,RNA binding motif protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:24282],37.532135,38.32172,31.09834,42.398075,29.851961,40.252457,40.86674
RAB33A,ENSG00000134594,"RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]",29.979084,41.346027,38.13324,47.975506,60.085556,62.213524,72.62414
RTL8C,ENSG00000134590,retrotransposon Gag like 8C [Source:HGNC Symbol;Acc:HGNC:2569],1102.4556,990.45245,1191.9717,884.983,1065.8368,1014.6976,783.94965
BEX1,ENSG00000133169,brain expressed X-linked 1 [Source:HGNC Symbol;Acc:HGNC:1036],1879.027,1559.5231,2230.0037,1424.753,1759.7104,1631.3744,932.22754
TCEAL4,ENSG00000133142,transcription elongation factor A like 4 [Source:HGNC Symbol;Acc:HGNC:26121],127.41179,118.16634,133.04224,137.41438,138.30573,137.51402,136.71153
TBC1D8B,ENSG00000133138,TBC1 domain family member 8B [Source:HGNC Symbol;Acc:HGNC:24715],3.8378835,4.0983615,4.2384257,5.5837507,4.840298,6.599244,7.411005
RNF128,ENSG00000133135,ring finger protein 128 [Source:HGNC Symbol;Acc:HGNC:21153],3.1000843,2.5037107,3.175223,2.1974077,2.3636405,1.761596,1.0166783
BEX2,ENSG00000133134,brain expressed X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30933],641.9753,535.73413,778.1199,506.58737,680.7786,541.1822,368.80392
MORC4,ENSG00000133131,MORC family CW-type zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:23485],1.363085,2.1346433,1.4758546,2.5060833,2.2668893,3.4560475,3.6168845
IRS4,ENSG00000133124,insulin receptor substrate 4 [Source:HGNC Symbol;Acc:HGNC:6128],21.38493,24.02927,21.10001,29.721779,55.933105,32.790573,20.779932
RAI2,ENSG00000131831,retinoic acid induced 2 [Source:HGNC Symbol;Acc:HGNC:9835],6.754883,5.5734468,6.659031,4.934502,4.87208,4.7387695,2.30208
